id,name,english,german,gbif,class,order
15006,Rhipidura rufidorsa,Rufous-backed Fantail,Rostrücken-Fächerschwanz,Rhipidura rufidorsa,Aves,Passeriformes
15007,Rhipidura rufifrons,Australian Rufous Fantail,Fuchsfächerschwanz,Rhipidura rufifrons,Aves,Passeriformes
15008,Rhipidura rufiventris,Northern Fantail,Timorfächerschwanz,Rhipidura rufiventris,Aves,Passeriformes
15009,Rhipidura rufofronta,Solomons Rufous Fantail,,,,
15010,Rhipidura samarensis,Visayan Blue Fantail,Samarfächerschwanz,Rhipidura samarensis,Aves,Passeriformes
15011,Rhipidura sauli,Tablas Fantail,Tablasfächerschwanz,Rhipidura sauli,Aves,Passeriformes
15012,Rhipidura semicollaris,Supertramp Fantail,,,,
15013,Rhipidura semirubra,Manus Fantail,Manusfächerschwanz,Rhipidura semirubra,Aves,Passeriformes
15014,Rhipidura spilodera,Vanuatu Streaked Fantail,,Rhipidura verreauxi,Aves,Passeriformes
15015,Rhipidura verreauxi,New Caledonian Streaked Fantail,Fleckenfächerschwanz,Rhipidura verreauxi,Aves,Passeriformes
15016,Rhipidura sulaensis,Taliabu Fantail,Sulafächerschwanz,Rhipidura sulaensis,Aves,Passeriformes
15017,Rhipidura superciliaris,Mindanao Blue Fantail,Blaubrauen-Fächerschwanz,Rhipidura superciliaris,Aves,Passeriformes
15018,Rhipidura superflua,Tawny-backed Fantail,Burufächerschwanz,Rhipidura superflua,Aves,Passeriformes
15019,Rhipidura tenebrosa,Makira Fantail,Rußfächerschwanz,Rhipidura tenebrosa,Aves,Passeriformes
15020,Rhipidura teysmanni,Sulawesi Fantail,Sulawesifächerschwanz,Rhipidura teysmanni,Aves,Passeriformes
15021,Rhipidura threnothorax,Sooty Thicket Fantail,Tropfenfächerschwanz,Rhipidura threnothorax,Aves,Passeriformes
15022,Rhipidura torrida,Gilolo Fantail,,,,
15023,Rhipidura versicolor,Micronesian Rufous Fantail,,,,
15024,Rhizothera longirostris,Long-billed Partridge,Langschnabelwachtel,Rhizothera longirostris,Aves,Galliformes
15025,Rhodinocichla rosea,Rosy Thrush-tanager,Rosenbrust-Tangarenammer,Rhodinocichla rosea,Aves,Passeriformes
15026,Rhododendron canadense,,,,,
15027,Rhododendron maximum,,,,,
15028,Rhodopechys alienus,African Crimson-winged Finch,Atlasgimpel,Rhodopechys alienus,Aves,Passeriformes
15029,Rhodopechys sanguineus,Asian Crimson-winged Finch,Rotflügelgimpel,Rhodopechys sanguineus,Aves,Passeriformes
15030,Telophorus cruentus,Rosy-patched Bushshrike,Rosenwürger,Telophorus cruentus,Aves,Passeriformes
15032,Rhodopis vesper,Oasis Hummingbird,Atacamakolibri,Rhodopis vesper,Aves,Apodiformes
15033,Rhodopsalta cruentata,,,Rhodopsalta cruentata,Insecta,Hemiptera
15034,Rhodopsalta microdora,,,Rhodopsalta microdora,Insecta,Hemiptera
15035,Rhodospingus cruentus,Crimson-breasted Finch,Purpurhaubentangare,Rhodospingus cruentus,Aves,Passeriformes
15036,Rhodospiza obsoleta,Desert Finch,Weißflügelgimpel,Rhodospiza obsoleta,Aves,Passeriformes
15037,Rhodostethia rosea,Ross's Gull,Rosenmöwe,Rhodostethia rosea,Aves,Charadriiformes
15038,Rhogeessa aenea,,,Rhogeessa aenea,Mammalia,Chiroptera
15039,Rhogeessa parvula,,,Rhogeessa parvula,Mammalia,Chiroptera
15040,Rhogeessa tumida,black-winged little yellow bat,,Rhogeessa tumida,Mammalia,Chiroptera
15041,Rhopalostylis sapida,,,,,
15042,Rhopalurus junceus,Rhopalurus junceus,,,Arachnida,Scorpiones
15043,Rhopias gularis,Star-throated Antwren,Perlenkehl-Ameisenschlüpfer,Rhopias gularis,Aves,Passeriformes
15044,Rhopophilus albosuperciliaris,Tarim Babbler,Tarimgrasmücke,Rhopophilus pekinensis,Aves,Passeriformes
15045,Rhopophilus pekinensis,Beijing Babbler,Pekinggrasmücke,Rhopophilus pekinensis,Aves,Passeriformes
15046,Rhopornis ardesiacus,Slender Antbird,Bahiaameisenvogel,Rhopornis ardesiacus,Aves,Passeriformes
15047,Rhopospina fruticeti,Mourning Sierra Finch,Strauchammertangare,Rhopospina fruticeti,Aves,Passeriformes
15048,Rhynchocyclus aequinoctialis,Western Olivaceous Flatbill,,Rhynchocyclus olivaceus,Aves,Passeriformes
15049,Rhynchocyclus olivaceus,Eastern Olivaceous Flatbill,Amazonien-Breitschnabeltyrann,Rhynchocyclus olivaceus,Aves,Passeriformes
15050,Rhynchocyclus brevirostris,Eye-ringed Flatbill,Augenring-Breitschnabeltyrann,Rhynchocyclus brevirostris,Aves,Passeriformes
15051,Rhynchocyclus fulvipectus,Fulvous-breasted Flatbill,Ockerbrust-Breitschnabeltyrann,Rhynchocyclus fulvipectus,Aves,Passeriformes
15052,Rhynchocyclus pacificus,Pacific Flatbill,Pazifik-Breitschnabeltyrann,Rhynchocyclus pacificus,Aves,Passeriformes
15053,Rhynchonycteris naso,proboscis bat,,Rhynchonycteris naso,Mammalia,Chiroptera
15054,Rhynchophanes mccownii,Thick-billed Longspur,Weißkehl-Spornammer,Rhynchophanes mccownii,Aves,Passeriformes
15055,Rhynchopsitta pachyrhyncha,Thick-billed Parrot,Kiefernsittich,Rhynchopsitta pachyrhyncha,Aves,Psittaciformes
15056,Rhynchopsitta terrisi,Maroon-fronted Parrot,Maronenstirnsittich,Rhynchopsitta terrisi,Aves,Psittaciformes
15057,Rhynchortyx cinctus,Tawny-faced Quail,Graubrustwachtel,Rhynchortyx cinctus,Aves,Galliformes
15058,Rhynchospiza dabbenei,Yungas Sparrow,Yungasammer,Rhynchospiza dabbenei,Aves,Passeriformes
15059,Rhynchospiza stolzmanni,Tumbes Sparrow,Tumbesammer,Rhynchospiza stolzmanni,Aves,Passeriformes
15060,Rhynchospiza strigiceps,Chaco Sparrow,Streifenscheitelammer,Rhynchospiza strigiceps,Aves,Passeriformes
15061,Rhynchostruthus percivali,Arabian Golden-winged Grosbeak,Arabiengimpel,Rhynchostruthus percivali,Aves,Passeriformes
15062,Rhynchostruthus socotranus,Socotra Golden-winged Grosbeak,Sokotragimpel,Rhynchostruthus socotranus,Aves,Passeriformes
15063,Rhynchotus maculicollis,Huayco Tinamou,Streifenhalstinamu,Rhynchotus maculicollis,Aves,Tinamiformes
15064,Rhynchotus rufescens,Red-winged Tinamou,Rotflügeltinamu,Rhynchotus rufescens,Aves,Tinamiformes
15065,Rhynochetos jubatus,Kagu,Kagu,Rhynochetos jubatus,Aves,Eurypygiformes
15066,Rhyticeros cassidix,Knobbed Hornbill,Helmhornvogel,Rhyticeros cassidix,Aves,Bucerotiformes
15067,Rhyticeros everetti,Sumba Hornbill,Sumbahornvogel,Rhyticeros everetti,Aves,Bucerotiformes
15068,Rhyticeros narcondami,Narcondam Hornbill,Narcondamhornvogel,Rhyticeros narcondami,Aves,Bucerotiformes
15069,Rhyticeros plicatus,Blyth's Hornbill,Papuahornvogel,Rhyticeros plicatus,Aves,Bucerotiformes
15070,Rhyticeros subruficollis,Plain-pouched Hornbill,Tenasserimhornvogel,Rhyticeros subruficollis,Aves,Bucerotiformes
15071,Rhyticeros undulatus,Wreathed Hornbill,Furchenhornvogel,Rhyticeros undulatus,Aves,Bucerotiformes
15072,Rhytipterna holerythra,Rufous Mourner,Zimtschmucktyrann,Rhytipterna holerythra,Aves,Passeriformes
15073,Rhytipterna immunda,Pale-bellied Mourner,Hellbauch-Schmucktyrann,Rhytipterna immunda,Aves,Passeriformes
15074,Rhytipterna simplex,Greyish Mourner,Grauschmucktyrann,Rhytipterna simplex,Aves,Passeriformes
15075,Ribes alpinum,,,,,
15076,Ribes sanguineum,,,,,
15077,Riccordia bicolor,Blue-headed Hummingbird,Blaukopfkolibri,Riccordia bicolor,Aves,Apodiformes
15078,Riccordia maugaeus,Puerto Rican Emerald,Puerto-Rico-Smaragdkolibri,Riccordia maugaeus,Aves,Apodiformes
15079,Riccordia ricordii,Cuban Emerald,Kubasmaragdkolibri,Riccordia ricordii,Aves,Apodiformes
15080,Riccordia swainsonii,Hispaniolan Emerald,Hispaniolasmaragdkolibri,Riccordia swainsonii,Aves,Apodiformes
15081,Ridgwayia pinicola,Aztec Thrush,Aztekendrossel,Ridgwayia pinicola,Aves,Passeriformes
15082,Rigidipenna inexpectata,Solomons Frogmouth,Salomonenschwalm,Rigidipenna inexpectata,Aves,Caprimulgiformes
15083,Riparia chinensis,Grey-throated Martin,Graukehl-Uferschwalbe,Riparia chinensis,Aves,Passeriformes
15084,Riparia cowani,Madagascar Martin,,Riparia paludicola,Aves,Passeriformes
15085,Riparia paludicola,Brown-throated Martin,Braunkehl-Uferschwalbe,Riparia paludicola,Aves,Passeriformes
15086,Riparia diluta,Pale Martin,Fahluferschwalbe,Riparia diluta,Aves,Passeriformes
15087,Riparia riparia,Sand Martin,Uferschwalbe,Riparia riparia,Aves,Passeriformes
15088,Riparia tax.nov.Ethiopia,,,,Aves,Passeriformes
15089,Rissa brevirostris,Red-legged Kittiwake,Klippenmöwe,Rissa brevirostris,Aves,Charadriiformes
15090,Rissa tridactyla,Black-legged Kittiwake,Dreizehenmöwe,Rissa tridactyla,Aves,Charadriiformes
15091,Robsonius rabori,Cordillera Ground Warbler,Rostkopf-Grundsänger,Robsonius rabori,Aves,Passeriformes
15092,Robsonius sorsogonensis,Bicol Ground Warbler,Braungesicht-Grundsänger,Robsonius sorsogonensis,Aves,Passeriformes
15093,Robsonius thompsoni,Sierra Madre Ground Warbler,Sierra-Madre-Grundsänger,Robsonius thompsoni,Aves,Passeriformes
15094,Rodentia,Rodents,,,Mammalia,Rodentia
15095,Roeseliana ambitiosa,,,Roeseliana ambitiosa,Insecta,Orthoptera
15096,Roeseliana azami,,,Roeseliana azami,Insecta,Orthoptera
15097,Roeseliana oporina,,,Roeseliana oporina,Insecta,Orthoptera
15098,Roeseliana pylnovi,,,Roeseliana pylnovi,Insecta,Orthoptera
15099,Rollandia microptera,Titicaca Grebe,Titikakataucher,Rollandia microptera,Aves,Podicipediformes
15100,Rollandia rolland,White-tufted Grebe,Rollandtaucher,Rollandia rolland,Aves,Podicipediformes
15101,Rollulus rouloul,Crested Partridge,Straußwachtel,Rollulus rouloul,Aves,Galliformes
15102,Romalea eques,,,,Insecta,Orthoptera
15103,Romalea microptera,Romalea microptera,,Romalea microptera,Insecta,Orthoptera
15104,Roncador stearnsii,Croaker,,Roncador stearnsii,,Perciformes
15105,Roraimia adusta,Roraiman Barbtail,Tepuistachelschwanz,Roraimia adusta,Aves,Passeriformes
15106,Rosalia alpina,,,Rosalia alpina,Insecta,Coleoptera
15107,Rostratula benghalensis,Greater Painted-snipe,Goldschnepfe,Rostratula benghalensis,Aves,Charadriiformes
15108,Rostrhamus sociabilis,Snail Kite,Schneckenbussard,Rostrhamus sociabilis,Aves,Accipitriformes
15109,Rougetius rougetii,Rouget's Rail,Äthiopienralle,Rougetius rougetii,Aves,Gruiformes
15110,Rousettus aegyptiacus,,,Rousettus aegyptiacus,Mammalia,Chiroptera
15111,Rousettus leschenaultii,,,Rousettus leschenaultii,Mammalia,Chiroptera
15112,Ixodia cyaniventris,Grey-bellied Bulbul,Graubauchbülbül,Rubigula cyaniventris,Aves,Passeriformes
15113,Ixodia erythropthalmos,Spectacled Bulbul,Brillenbülbül,Rubigula erythropthalmos,Aves,Passeriformes
15114,Ixodia squamata,Scaly-breasted Bulbul,Schuppenbülbül,,,
15115,Rubus occidentalis,,,,,
15116,Rubus spectabilis,,,,,
15117,Rucervus duvaucelii,,,Rucervus duvaucelii,Mammalia,Artiodactyla
15118,Rucervus eldii,,,Rucervus eldii,Mammalia,Artiodactyla
15119,Rudbeckia hirta,,,,,
15120,Ruellia simplex,,,,Bivalvia,Venerida
15121,Rufirallus fasciatus,Black-banded Crake,,,Aves,Gruiformes
15122,Rufirallus leucopyrrhus,Red-and-white Crake,,,Aves,Gruiformes
15123,Micropygia schomburgkii,Ocellated Crake,Augenfleckenralle,Micropygia schomburgkii,Aves,Gruiformes
15124,Rufirallus xenopterus,Rufous-faced Crake,,,Aves,Gruiformes
15125,Rukia longirostra,Long-billed White-eye,Langschnabel-Brillenvogel,Rukia longirostra,Aves,Passeriformes
15126,Rukia ruki,Teardrop White-eye,Trukbrillenvogel,Rukia ruki,Aves,Passeriformes
15127,Rupicapra rupicapra,,,Rupicapra rupicapra,Mammalia,Artiodactyla
15128,Rupicola peruvianus,Andean Cock-of-the-rock,Andenfelsenhahn,Rupicola peruvianus,Aves,Passeriformes
15129,Rupicola rupicola,Guianan Cock-of-the-rock,Tiefland-Felsenhahn,Rupicola rupicola,Aves,Passeriformes
15130,Rupornis magnirostris,Roadside Hawk,Wegebussard,Rupornis magnirostris,Aves,Accipitriformes
15131,Rusa marianna,,,Rusa marianna,Mammalia,Artiodactyla
15132,Rusa unicolor,Sambar,,Rusa unicolor,Mammalia,Artiodactyla
15133,Ruscus aculeatus,,,,,
15134,Ruspolia basiguttata,,,Ruspolia basiguttata,Insecta,Orthoptera
15135,Ruspolia lineosa,,,Ruspolia lineosa,Insecta,Orthoptera
15136,Ruspolia nitidula,,,Ruspolia nitidula,Insecta,Orthoptera
15137,Russula cyanoxantha,,,Russula cyanoxantha,Agaricomycetes,Russulales
15138,Rynchops albicollis,Indian Skimmer,Indienscherenschnabel,Rynchops albicollis,Aves,Charadriiformes
15139,Rynchops flavirostris,African Skimmer,Afrikascherenschnabel,Rynchops flavirostris,Aves,Charadriiformes
15140,Rynchops niger,Black Skimmer,Amerikascherenschnabel,Rynchops niger,Aves,Charadriiformes
15141,Rypticus saponaceus,Greater soapfish,,Rypticus saponaceus,,Perciformes
15142,Sabaterpia taeniata,,,Sabaterpia taeniata,Insecta,Orthoptera
15143,Saccolaimus peli,Pel's pouched bat,,Saccolaimus peli,Mammalia,Chiroptera
15144,Saccolaimus saccolaimus,,,Saccolaimus saccolaimus,Mammalia,Chiroptera
15145,Saccopteryx bilineata,greater sac-winged bat,,Saccopteryx bilineata,Mammalia,Chiroptera
15146,Saccopteryx leptura,lesser sac-winged bat,,Saccopteryx leptura,Mammalia,Chiroptera
15147,Sacculiphallus punctatus,,,Sacculiphallus punctatus,Insecta,Orthoptera
15148,Sachatamia albomaculata,Sachatamia albomaculata,,Sachatamia albomaculata,Amphibia,Anura
15149,Saga campbelli,,,Saga campbelli,Insecta,Orthoptera
15150,Saga hellenica,,,Saga hellenica,Insecta,Orthoptera
15151,Saga natoliae,,,Saga natoliae,Insecta,Orthoptera
15152,Saga rammei,,,Saga rammei,Insecta,Orthoptera
15153,Saga rhodiensis,,,Saga rhodiensis,Insecta,Orthoptera
15154,Sagittarius serpentarius,Secretarybird,Sekretär,Sagittarius serpentarius,Aves,Accipitriformes
15155,Saguinus bicolor,Brazilian bare-faced tamarin,,Saguinus bicolor,Mammalia,Primates
15156,Saguinus geoffroyi,Geoffroy's tamarin,,Saguinus geoffroyi,Mammalia,Primates
15157,Saguinus imperator,emperor tamarin,,Saguinus imperator,Mammalia,Primates
15158,Saguinus inustus,,,Saguinus inustus,Mammalia,Primates
15159,Saguinus labiatus,red-chested mustached tamarin,,Saguinus labiatus,Mammalia,Primates
15160,Saguinus leucopus,silvery-brown bare-face tamarin,,Saguinus leucopus,Mammalia,Primates
15161,Saguinus midas,Midas tamarin,,Saguinus midas,Mammalia,Primates
15162,Saguinus mystax,,,Saguinus mystax,Mammalia,Primates
15163,Saguinus niger,Black Tamarin,,Saguinus niger,Mammalia,Primates
15164,Saguinus oedipus,cotton-top tamarin,,Saguinus oedipus,Mammalia,Primates
15165,Saguinus ursula,,,Saguinus ursula,Mammalia,Primates
15166,Saguinus,Saguinus,,,Mammalia,Primates
15167,Saimiri boliviensis,Bolivian squirrel monkey,,Saimiri boliviensis,Mammalia,Primates
15168,Saimiri cassiquiarensis,,,Saimiri cassiquiarensis,Mammalia,Primates
15169,Saimiri oerstedii,Central American squirrel monkey,,Saimiri oerstedii,Mammalia,Primates
15170,Saimiri sciureus,common squirrel monkey,,Saimiri sciureus,Mammalia,Primates
15171,Saimiri ustus,bare-eared squirrel monkey,,Saimiri ustus,Mammalia,Primates
15172,Sakesphoroides cristatus,Silvery-cheeked Antshrike,Silberwangen-Ameisenwürger,Sakesphorus cristatus,Aves,Passeriformes
15174,Sakesphorus canadensis,Black-crested Antshrike,Schwarzgesicht-Ameisenwürger,Sakesphorus canadensis,Aves,Passeriformes
15175,Sakesphorus luctuosus,Glossy Antshrike,Trauerameisenwürger,Sakesphorus luctuosus,Aves,Passeriformes
15176,Salix caprea,,,,Ascidiacea,Aplousobranchia
15177,Salix cinerea,,,,Ascidiacea,Aplousobranchia
15178,Salix eriocephala,,,,Ascidiacea,Aplousobranchia
15179,Salix gmelinii,,,,Ascidiacea,Aplousobranchia
15180,Salomona borneensis,,,Salomona borneensis,Insecta,Orthoptera
15181,Salomona maculifrons,,,Salomona maculifrons,Insecta,Orthoptera
15182,Salpinctes obsoletus,Rock Wren,Felsenzaunkönig,Salpinctes obsoletus,Aves,Passeriformes
15183,Salpornis salvadori,African Spotted Creeper,Afrikastammsteiger,Salpornis salvadori,Aves,Passeriformes
15184,Salpornis spilonota,Indian Spotted Creeper,Indienstammsteiger,Salpornis spilonotus,Aves,Passeriformes
15185,Saltator albicollis,Lesser Antillean Saltator,Antillensaltator,Saltator albicollis,Aves,Passeriformes
15186,Saltator atriceps,Black-headed Saltator,Schwarzscheitelsaltator,Saltator atriceps,Aves,Passeriformes
15187,Saltator atripennis,Black-winged Saltator,Schwarzschwingensaltator,Saltator atripennis,Aves,Passeriformes
15188,Saltator aurantiirostris,Golden-billed Saltator,Goldschnabelsaltator,Saltator aurantiirostris,Aves,Passeriformes
15189,Saltator cinctus,Masked Saltator,Maskensaltator,Saltator cinctus,Aves,Passeriformes
15190,Saltator coerulescens,Bluish-grey Saltator,Grausaltator,Saltator coerulescens,Aves,Passeriformes
15191,Saltator fuliginosus,Black-throated Grosbeak,Papageischnabelsaltator,Saltator fuliginosus,Aves,Passeriformes
15192,Saltator grandis,Cinnamon-bellied Saltator,Zimtbauchsaltator,Saltator grandis,Aves,Passeriformes
15193,Saltator grossus,Slate-colored Grosbeak,Rotschnabelsaltator,Saltator grossus,Aves,Passeriformes
15194,Saltator maxillosus,Thick-billed Saltator,Dickschnabelsaltator,Saltator maxillosus,Aves,Passeriformes
15195,Saltator maximus,Buff-throated Saltator,Buntkehlsaltator,Saltator maximus,Aves,Passeriformes
15196,Saltator nigriceps,Black-cowled Saltator,Schwarzkopfsaltator,Saltator nigriceps,Aves,Passeriformes
15197,Saltator olivascens,Olive-grey Saltator,Karibiksaltator,Saltator olivascens,Aves,Passeriformes
15198,Saltator orenocensis,Orinoco Saltator,Zimtflankensaltator,Saltator orenocensis,Aves,Passeriformes
15199,Saltator similis,Green-winged Saltator,Grünschwingensaltator,Saltator similis,Aves,Passeriformes
15200,Saltator striatipectus,Streaked Saltator,Strichelsaltator,Saltator striatipectus,Aves,Passeriformes
15201,Saltatricula atricollis,Black-throated Saltator,Schwarzhalssaltator,Saltatricula atricollis,Aves,Passeriformes
15202,Saltatricula multicolor,Many-colored Chaco Finch,Chacosaltator,Saltatricula multicolor,Aves,Passeriformes
15203,Salticus scenicus,,,Salticus scenicus,Arachnida,Araneae
15204,Salvadorina waigiuensis,Salvadori's Teal,Salvadoriente,Salvadorina waigiuensis,Aves,Anseriformes
15205,Salvator merianae,,,Salvator merianae,Squamata,
15206,Salvia forskaehlei,,,,,
15207,Sanguinaria canadensis,,,,Bivalvia,Cardiida
15208,Sanguirana luzonensis,Sanguirana luzonensis,,Sanguirana luzonensis,Amphibia,Anura
15209,Sanguirana,Sanguirana,,,Amphibia,Anura
15210,Sapajus cay,,,Sapajus cay,Mammalia,Primates
15211,Sapajus libidinosus,,,Sapajus libidinosus,Mammalia,Primates
15212,Sapajus robustus,,,Sapajus robustus,Mammalia,Primates
15213,Sapayoa aenigma,Sapayoa,Tyrannenbreitrachen,Sapayoa aenigma,Aves,Passeriformes
15214,Saperda carcharias,,,Saperda carcharias,Insecta,Coleoptera
15215,Saperda tridentata,,,Saperda tridentata,Insecta,Coleoptera
15216,Sappho sparganurus,Red-tailed Comet,Goldschwanzsylphe,Sappho sparganurus,Aves,Apodiformes
15217,Sarcohyla bistincta,Rana-de árbol de pliegue-mexicana,,Sarcohyla bistincta,Amphibia,Anura
15218,Sarcohyla cyclada,Sarcohyla cyclada,,Sarcohyla cyclada,Amphibia,Anura
15219,Sarcohyla hazelae,Sarcohyla hazelae,,Sarcohyla hazelae,Amphibia,Anura
15220,Sarcohyla thorectes,Sarcohyla thorectes,,Sarcohyla thorectes,Amphibia,Anura
15221,Sarcophanops samarensis,Visayan Broadbill,Samarbreitrachen,Sarcophanops samarensis,Aves,Passeriformes
15222,Sarcophanops steerii,Wattled Broadbill,Lappenbreitrachen,Sarcophanops steerii,Aves,Passeriformes
15223,Sarcophilus harrisii,,,Sarcophilus harrisii,Mammalia,Dasyuromorphia
15224,Sarcops calvus,Coleto,Kahlkopfatzel,Sarcops calvus,Aves,Passeriformes
15225,Sarcoramphus papa,King Vulture,Königsgeier,Sarcoramphus papa,Aves,Accipitriformes
15226,Sardoplatycleis galvagnii,,,Sardoplatycleis galvagnii,Insecta,Orthoptera
15227,Sargocentron coruscum,Conga tony,,Sargocentron coruscum,,Beryciformes
15228,Sargocentron diadema,Barred squirrel,,Sargocentron diadema,,Beryciformes
15229,Sargocentron vexillarium,Black-barred squirrel fish,,Sargocentron vexillarium,,Beryciformes
15230,Sargocentron xantherythrum,Hawaiian squirrelfish,,Sargocentron xantherythrum,,Beryciformes
15231,Sarkidiornis melanotos,Knob-billed Duck,Glanzente,Sarkidiornis melanotos,Aves,Anseriformes
15232,Sarkidiornis sylvicola,Comb Duck,Höckerschnabelente,Sarkidiornis sylvicola,Aves,Anseriformes
15233,Saroglossa spilopterus,Spot-winged Starling,Marmorstar,Saroglossa spiloptera,Aves,Passeriformes
15234,Sarothrura affinis,Striped Flufftail,Streifenralle,Sarothrura affinis,Aves,Gruiformes
15235,Sarothrura boehmi,Streaky-breasted Flufftail,Strichelbrustralle,Sarothrura boehmi,Aves,Gruiformes
15236,Sarothrura elegans,Buff-spotted Flufftail,Tropfenralle,Sarothrura elegans,Aves,Gruiformes
15237,Sarothrura insularis,Madagascar Flufftail,Merinaralle,Sarothrura insularis,Aves,Gruiformes
15238,Sarothrura lugens,Chestnut-headed Flufftail,Ugallaralle,Sarothrura lugens,Aves,Gruiformes
15239,Sarothrura pulchra,White-spotted Flufftail,Perlenralle,Sarothrura pulchra,Aves,Gruiformes
15240,Sarothrura rufa,Red-chested Flufftail,Rotbrustralle,Sarothrura rufa,Aves,Gruiformes
15241,Sarothrura watersi,Slender-billed Flufftail,Lemurenralle,Sarothrura watersi,Aves,Gruiformes
15242,Sasia abnormis,Rufous Piculet,Malaienmausspecht,Sasia abnormis,Aves,Piciformes
15243,Verreauxia africana,African Piculet,Graubauch-Mausspecht,Sasia africana,Aves,Piciformes
15245,Sasia ochracea,White-browed Piculet,Rötelmausspecht,Sasia ochracea,Aves,Piciformes
15246,Sassafras albidum,,,,,
15247,Satizabalus sodalis,,,,,
15248,Satrapa icterophrys,Yellow-browed Tyrant,Goldbrauentyrann,Satrapa icterophrys,Aves,Passeriformes
15249,Saucerottia beryllina,Berylline Hummingbird,Beryllamazilie,Saucerottia beryllina,Aves,Apodiformes
15250,Saucerottia castaneiventris,Chestnut-bellied Hummingbird,Braunbauchamazilie,Saucerottia castaneiventris,Aves,Apodiformes
15251,Saucerottia cupreicauda,Copper-tailed Hummingbird,Kupferschwanzamazilie,Saucerottia cupreicauda,Aves,Apodiformes
15252,Saucerottia cyanifrons,Indigo-capped Hummingbird,Blaukappenamazilie,Saucerottia cyanifrons,Aves,Apodiformes
